,extras,car_id
5848,Cooler,1469
5849,Post-trip cleaning,499
5850,Unlimited mileage,1482
5863,Unlimited mileage,1549
5864,Beach gear,1559
5865,Post-trip cleaning,563
5866,Prepaid refuel,567
5867,Post-trip cleaning,1572
5868,Phone mount,1567
5869,Post-trip cleaning,588
5870,Child safety seat,597
5883,Cooler,658
5884,Child safety seat,663
5885,Portable GPS,667
5886,Child safety seat,1673
5887,Prepaid refuel,1682
5888,Post-trip cleaning,675
5889,Post-trip cleaning,1689
5890,Post-trip cleaning,1696
5903,Post-trip cleaning,749
5904,Child safety seat,766
5905,Portable GPS,769
5906,Pet fee,762
5907,Stroller,1794
5908,Unlimited mileage,1795
5909,Phone mount,1812
5910,Cooler,1801
5923,Post-trip cleaning,1878
5924,Cooler,1888
5925,One-way trip,2191
5926,Unlimited mileage,1912
5927,Beach gear,1918
5928,Stroller,2198
5929,Post-trip cleaning,1927
5930,Post-trip cleaning,1932
5943,Prepaid refuel,2032
5944,Portable GPS,2246
5945,Post-trip cleaning,2044
5946,Cooler,2050
5947,Prepaid refuel,2255
5948,Post-trip cleaning,2057
5949,Unlimited mileage,2070
5950,Prepaid refuel,2079
5963,Post-trip cleaning,2302
5964,Prepaid refuel,2072
5965,Child safety seat,2074
5966,Unlimited mileage,2309
5967,Unlimited mileage,2321
5968,One-way trip,2327
5969,Unlimited mileage,2337
5970,Unlimited mileage,2341
6129,Prepaid refuel,839
6130,Prepaid refuel,985
6131,Child safety seat,1100
6132,One-way trip,1207
6133,Child safety seat,1352
6134,Post-trip cleaning,1442
6135,One-way trip,1559
6136,Prepaid refuel,663
6137,Unlimited mileage,743
6138,Post-trip cleaning,1888
6139,Phone mount,2246
6140,Post-trip cleaning,2271
6141,One-way trip,860
6142,Post-trip cleaning,85
6143,Child safety seat,178
6144,Portable GPS,1227
6145,Stroller,1354
6146,Post-trip cleaning,486
6147,Cooler,563
6148,Post-trip cleaning,669
6149,Inverter,759
6150,Prepaid EV recharge,2192
6151,Prepaid refuel,2046
6152,Unlimited mileage,2074
6153,Post-trip cleaning,881
6154,Portable GPS,998
6155,Camping gear,1107
6156,Portable WiFi hotspot,1234
6157,Prepaid refuel,376
6158,Unlimited mileage,1456
6159,Post-trip cleaning,568
6160,Inverter,1665
6161,Prepaid refuel,762
6162,Prepaid refuel,1912
6163,Portable GPS,2050
6164,One-way trip,2311
6165,Prepaid refuel,895
6166,Child safety seat,992
6167,Post-trip cleaning,1128
6168,Child safety seat,1238
6169,Child safety seat,371
6170,Portable GPS,491
6171,Prepaid refuel,1572
6172,Post-trip cleaning,683
6173,Child safety seat,1794
6174,Post-trip cleaning,1919
6175,Post-trip cleaning,2262
6176,Prepaid refuel,2349
6177,Phone mount,877
6178,Post-trip cleaning,1003
6179,Prepaid refuel,182
6180,Prepaid refuel,1246
6181,Stroller,387
6182,Post-trip cleaning,496
6183,Post-trip cleaning,584
6184,Prepaid refuel,676
6185,Post-trip cleaning,1795
6186,Unlimited mileage,1921
6187,Prepaid refuel,2059
6188,Unlimited mileage,2329
6189,Unlimited mileage,904
6190,Post-trip cleaning,114
6191,Stroller,206
6192,Post-trip cleaning,310
6193,Pet fee,404
6194,Prepaid refuel,504
6195,Post-trip cleaning,598
6196,Unlimited mileage,1697
6197,Post-trip cleaning,1815
6198,Post-trip cleaning,1935
6199,Prepaid refuel,2083
6200,Child safety seat,2378
6201,Unlimited mileage,921
6202,Post-trip cleaning,121
6203,Unlimited mileage,1151
6204,Portable GPS,1269
6205,Portable WiFi hotspot,1391
6206,Portable GPS,510
6207,Camp chair,616
6208,Child safety seat,696
6209,Cooler,275
6210,Post-trip cleaning,2218
6211,One-way trip,2280
6212,Child safety seat,2391
6223,Unlimited mileage,860
6224,Unlimited mileage,880
6225,Prepaid refuel,868
6226,Post-trip cleaning,877
6227,Post-trip cleaning,901
6228,Prepaid refuel,902
6229,Post-trip cleaning,924
6243,Unlimited mileage,85
6244,Post-trip cleaning,93
6245,Prepaid refuel,992
6246,Child safety seat,1001
6247,Post-trip cleaning,1009
6248,Portable GPS,113
6249,Prepaid refuel,116
6263,Child safety seat,1102
6264,Post-trip cleaning,1107
6265,Cooler,1123
6266,Post-trip cleaning,182
6267,Post-trip cleaning,189
6268,Post-trip cleaning,196
6269,Prepaid refuel,207
6283,Prepaid refuel,1221
6284,Pet fee,1210
6285,Child safety seat,1212
6286,Child safety seat,1246
6287,Prepaid refuel,305
6288,Unlimited mileage,1254
6289,Hand truck,311
6303,Prepaid refuel,374
6304,Prepaid refuel,368
6305,Post-trip cleaning,371
6306,Post-trip cleaning,384
6307,Unlimited mileage,396
6308,Phone mount,404
6309,Prepaid refuel,405
6323,Child safety seat,1443
6324,Prepaid refuel,1455
6325,Post-trip cleaning,491
6326,Child safety seat,493
6327,Unlimited mileage,501
6328,Post-trip cleaning,1482
6329,Body board,1484
6343,Post-trip cleaning,575
6344,Child safety seat,567
6345,Prepaid refuel,1578
6346,Prepaid refuel,1567
6347,Phone mount,588
6348,Camping gear,612
6349,Prepaid refuel,603
6363,Post-trip cleaning,668
6364,Child safety seat,1665
6365,Post-trip cleaning,1683
6366,Post-trip cleaning,676
6367,Phone mount,689
6368,Portable WiFi hotspot,1699
6369,Prepaid refuel,1703
6383,Prepaid refuel,744
6384,Child safety seat,773
6385,Post-trip cleaning,1788
6386,Camping tent,1809
6387,Post-trip cleaning,1791
6388,Portable GPS,1813
6389,One-way trip,1820
6403,Post-trip cleaning,2192
6404,Post-trip cleaning,1907
6405,Camp chair,1918
6406,Unlimited mileage,2202
6407,Post-trip cleaning,1928
6408,Prepaid refuel,1933
6409,Post-trip cleaning,1945
6423,Unlimited mileage,2046
6424,Post-trip cleaning,2050
6425,Unlimited mileage,2055
6426,Prepaid refuel,2057
6427,Prepaid refuel,2070
6428,Post-trip cleaning,2079
6429,Prepaid refuel,2274
6443,Post-trip cleaning,2268
6444,Post-trip cleaning,2310
6445,Post-trip cleaning,2322
6446,Portable WiFi hotspot,2328
6447,Prepaid refuel,2356
6448,Prepaid refuel,2342
6449,Post-trip cleaning,2379
6619,Post-trip cleaning,865
6620,Prepaid refuel,989
6621,Prepaid EV recharge,181
6622,Prepaid refuel,1229
6623,Portable GPS,1356
6624,Unlimited mileage,1447
6625,One-way trip,567
6626,Post-trip cleaning,1675
6627,Child safety seat,745
6628,Prepaid refuel,1915
6629,Air mattress,2050
6630,Post-trip cleaning,2311
6631,Phone mount,881
6632,Snowboard,992
6633,Post-trip cleaning,1127
6634,Portable GPS,1212
6635,Unlimited mileage,1365
6636,Post-trip cleaning,1449
6637,Child safety seat,1578
6638,Prepaid refuel,1683
6639,Post-trip cleaning,1807
6640,Prepaid refuel,1919
6641,Prepaid refuel,2257
6642,Portable WiFi hotspot,2352
6643,Prepaid refuel,883
6644,Post-trip cleaning,1002
6645,Prepaid refuel,1134
6646,Unlimited mileage,1260
6647,Portable GPS,385
6648,Unlimited mileage,1469
6649,Child safety seat,1568
6650,Post-trip cleaning,686
6651,Prepaid refuel,776
6652,Child safety seat,1921
6653,Prepaid refuel,2058
6654,Prepaid refuel,2329
6655,Portable GPS,901
6656,Prepaid refuel,1013
6657,Child safety seat,189
6658,Post-trip cleaning,306
6659,Child safety seat,396
6660,Post-trip cleaning,503
6661,Post-trip cleaning,609
6662,Prepaid refuel,689
6663,Prepaid refuel,1791
6664,Cooler,2207
6665,Child safety seat,2071
6666,Unlimited mileage,2357
6667,Cooler,912
6668,Child safety seat,124
6669,One-way trip,199
6670,Child safety seat,1257
6671,Phone mount,1389
6672,Portable speaker,1487
6673,Post-trip cleaning,1588
6674,Portable WiFi hotspot,1704
6675,Child safety seat,1823
6676,Unlimited mileage,2209
6677,Post-trip cleaning,2090
6678,Child safety seat,2381
6679,Prepaid refuel,934
6680,One-way trip,136
6681,Cooler,1158
6682,Portable GPS,321
6683,Prepaid refuel,418
6684,Post-trip cleaning,524
6685,Child safety seat,619
6686,One-way trip,717
6687,Post-trip cleaning,270
6688,Post-trip cleaning,1961
6689,Post-trip cleaning,2096
6702,Post-trip cleaning,895
6703,Post-trip cleaning,883
6704,Post-trip cleaning,878
6705,Child safety seat,902
6706,Unlimited mileage,912
6707,Child safety seat,919
6722,Portable GPS,96
6723,Prepaid refuel,107
6724,Child safety seat,1009
6725,Post-trip cleaning,1020
6726,Unlimited mileage,124
6727,Prepaid refuel,120
6742,Prepaid refuel,1123
6743,Prepaid refuel,1139
6744,Post-trip cleaning,186
6745,Post-trip cleaning,1141
6746,Post-trip cleaning,199
6747,Unlimited mileage,1163
6762,Post-trip cleaning,1238
6763,Portable GPS,1259
6764,Post-trip cleaning,1263
6765,Unlimited mileage,310
6766,Post-trip cleaning,1257
6767,Luggage rack,1269
6782,Post-trip cleaning,1364
6783,Unlimited mileage,384
6784,Prepaid EV recharge,1373
6785,Prepaid refuel,1385
6786,Unlimited mileage,1377
6787,Post-trip cleaning,1383
6802,Unlimited mileage,1464
6803,Post-trip cleaning,1469
6804,Cooler,1471
6805,Prepaid refuel,1482
6806,Unlimited mileage,512
6807,Prepaid refuel,510
6822,Child safety seat,1572
6823,Child safety seat,1567
6824,Unlimited mileage,588
6825,Prepaid refuel,612
6826,Post-trip cleaning,1586
6827,Post-trip cleaning,615
6842,Child safety seat,1683
6843,Portable WiFi hotspot,676
6844,Prepaid refuel,1689
6845,Post-trip cleaning,1697
6846,Unlimited mileage,691
6847,Post-trip cleaning,694
6862,Child safety seat,774
6863,Post-trip cleaning,1790
6864,Unlimited mileage,1812
6865,Prepaid refuel,1801
6866,Portable GPS,1820
6867,Post-trip cleaning,275
6882,Unlimited mileage,1919
6883,Post-trip cleaning,2202
6884,Prepaid EV recharge,1928
6885,One-way trip,1933
6886,Unlimited mileage,1947
6887,Post-trip cleaning,2216
6902,Post-trip cleaning,2055
6903,Unlimited mileage,2058
6904,Post-trip cleaning,2070
6905,Unlimited mileage,2080
6906,Unlimited mileage,2090
6907,One-way trip,2279
6922,One-way trip,2322
6923,Post-trip cleaning,2329
6924,Prepaid refuel,2357
6925,Prepaid refuel,2343
6926,Post-trip cleaning,2368
6927,Post-trip cleaning,2370
7108,One-way trip,896
7109,One-way trip,1001
7110,Prepaid refuel,187
7111,Child safety seat,292
7112,Child safety seat,385
7113,Post-trip cleaning,495
7114,Post-trip cleaning,1568
7115,Unlimited mileage,676
7116,One-way trip,1809
7117,Prepaid refuel,2202
7118,Post-trip cleaning,2058
7119,One-way trip,2329
7120,Prepaid refuel,901
7121,Unlimited mileage,1010
7122,Prepaid refuel,186
7123,Cooler,296
7124,Post-trip cleaning,1373
7125,Prepaid refuel,1471
7126,Prepaid refuel,588
7127,Post-trip cleaning,1692
7128,Unlimited mileage,1798
7129,Child safety seat,1929
7130,Post-trip cleaning,2068
7131,Post-trip cleaning,2357
7132,Prepaid refuel,903
7133,Child safety seat,1021
7134,Prepaid refuel,1141
7135,Post-trip cleaning,1254
7136,Post-trip cleaning,1387
7137,Post-trip cleaning,504
7138,Portable GPS,1580
7139,Post-trip cleaning,1700
7140,One-way trip,1814
7141,Unlimited mileage,1935
7142,Child safety seat,2078
7143,Prepaid refuel,2364
7144,Post-trip cleaning,928
7145,Portable GPS,120
7146,Phone mount,1165
7147,Child safety seat,1269
7148,Prepaid refuel,1391
7149,Post-trip cleaning,519
7150,Unlimited mileage,1593
7151,Post-trip cleaning,696
7152,Portable GPS,254
7153,Unlimited mileage,1952
7154,Post-trip cleaning,2280
7155,Post-trip cleaning,2391
7156,Post-trip cleaning,28
7157,Child safety seat,139
7158,Cooler,214
7159,Post-trip cleaning,316
7160,Post-trip cleaning,430
7161,Child safety seat,1510
7162,Pet fee,1606
7163,Unlimited mileage,718
7164,Post-trip cleaning,261
7165,Post-trip cleaning,1965
7166,Post-trip cleaning,2103
7181,Child safety seat,888
7182,Portable GPS,902
7183,Prepaid refuel,924
7184,Portable GPS,919
7185,Prepaid refuel,933
7201,Post-trip cleaning,1013
7202,Prepaid refuel,1020
7203,Child safety seat,116
7204,Post-trip cleaning,129
7205,Prepaid refuel,132
7221,Prepaid refuel,189
7222,Cooler,1141
7223,Unlimited mileage,208
7224,Child safety seat,1149
7225,Prepaid refuel,1157
7241,Unlimited mileage,1250
7242,Post-trip cleaning,1266
7243,Tablet,300
7244,Prepaid refuel,302
7245,Child safety seat,1280
7261,Prepaid refuel,396
7262,Unlimited mileage,404
7263,Unlimited mileage,1389
7264,Post-trip cleaning,1391
7265,Child safety seat,418
7281,Post-trip cleaning,501
7282,Unlimited mileage,1483
7283,Post-trip cleaning,507
7284,Unlimited mileage,519
7285,Prepaid refuel,521
7301,Pet fee,588
7302,Child safety seat,1580
7303,Post-trip cleaning,604
7304,Prepaid refuel,615
7305,Unlimited mileage,619
7321,Unlimited mileage,689
7322,Unlimited mileage,1700
7323,Child safety seat,1704
7324,Child safety seat,694
7325,Prepaid refuel,711
7341,Bike rack,781
7342,Post-trip cleaning,1814
7343,Unlimited mileage,1821
7344,Cooler,267
7345,Unlimited mileage,270
7361,Prepaid refuel,1929
7362,Post-trip cleaning,1933
7363,Post-trip cleaning,1947
7364,Prepaid refuel,1951
7365,Post-trip cleaning,1956
7381,Prepaid refuel,2071
7382,Unlimited mileage,2083
7383,Post-trip cleaning,2274
7384,Prepaid refuel,2280
7385,Bike rack,2282
7401,Child safety seat,2357
7402,Post-trip cleaning,2343
7403,Prepaid refuel,2368
7404,Prepaid refuel,2370
7405,Unlimited mileage,2396
7597,Post-trip cleaning,903
7598,Post-trip cleaning,1021
7599,Post-trip cleaning,197
7600,Prepaid refuel,297
7601,Air mattress,1376
7602,Post-trip cleaning,1483
7603,One-way trip,597
7604,Portable WiFi hotspot,1697
7605,Prepaid refuel,1814
7606,Unlimited mileage,1934
7607,Post-trip cleaning,2088
7608,Unlimited mileage,2378
7609,Post-trip cleaning,925
7610,Portable GPS,116
7611,Post-trip cleaning,208
7612,One-way trip,311
7613,Post-trip cleaning,1377
7614,Post-trip cleaning,512
7615,Cooler,604
7616,Phone mount,1709
7617,Prepaid refuel,1821
7618,Unlimited mileage,1949
7619,Prepaid refuel,2090
7620,Post-trip cleaning,2380
7621,Post-trip cleaning,934
7622,Unlimited mileage,1025
7623,Prepaid refuel,209
7624,Portable GPS,1280
7625,Prepaid EV recharge,428
7626,Prepaid refuel,1491
7627,Post-trip cleaning,1596
7628,Portable WiFi hotspot,711
7629,Post-trip cleaning,257
7630,Post-trip cleaning,1960
7631,Cooler,2282
7632,Prepaid refuel,10
7633,Prepaid refuel,942
7634,Prepaid refuel,1029
7635,Post-trip cleaning,215
7636,Prepaid refuel,318
7637,Prepaid refuel,1406
7638,Child safety seat,538
7639,Unlimited mileage,1612
7640,Prepaid refuel,723
7641,Post-trip cleaning,2163
7642,Portable WiFi hotspot,2228
7643,Prepaid refuel,2111
7660,Post-trip cleaning,912
7661,Post-trip cleaning,920
7662,Golf clubs,933
7663,Portable GPS,26
7680,Prepaid refuel,124
7681,Child safety seat,120
7682,Prepaid refuel,1023
7683,Inverter,139
7700,Prepaid refuel,199
7701,Post-trip cleaning,1165
7702,Post-trip cleaning,209
7703,Prepaid refuel,1172
7720,Phone mount,1269
7721,Child safety seat,1258
7722,Child safety seat,313
7723,Prepaid refuel,324
7740,Cooler,406
7741,Prepaid refuel,1383
7742,Post-trip cleaning,414
7743,Unlimited mileage,1401
7760,Portable GPS,1484
7761,Post-trip cleaning,1489
7762,Child safety seat,1491
7763,Unlimited mileage,1492
7780,Prepaid refuel,1586
7781,Post-trip cleaning,1591
7782,Unlimited mileage,1595
7783,Unlimited mileage,1606
7800,Post-trip cleaning,1709
7801,Post-trip cleaning,695
7802,Post-trip cleaning,717
7803,Post-trip cleaning,713
7820,Post-trip cleaning,1821
7821,Post-trip cleaning,286
7822,Post-trip cleaning,287
7823,Child safety seat,290
7840,Prepaid refuel,1947
7841,Post-trip cleaning,2217
7842,Post-trip cleaning,1959
7843,Portable speaker,1965
7860,Prepaid refuel,2278
7861,Child safety seat,2280
7862,Prepaid refuel,2095
7863,Post-trip cleaning,2101
7880,Cooler,2380
7881,Child safety seat,2370
7882,Post-trip cleaning,2399
8086,Prepaid refuel,920
8087,Child safety seat,129
8088,Prepaid refuel,1149
8089,Child safety seat,311
8090,Portable GPS,1391
8091,Unlimited mileage,515
8092,Post-trip cleaning,616
8093,Prepaid refuel,695
8094,Prepaid refuel,267
8095,Post-trip cleaning,1951
8096,Unlimited mileage,2280
8097,Post-trip cleaning,2372
8098,Post-trip cleaning,39
8099,Prepaid refuel,139
8100,Phone mount,1159
8101,Post-trip cleaning,327
8102,Post-trip cleaning,415
8103,Cooler,527
8104,Child safety seat,623
8105,Post-trip cleaning,703
8106,Cooler,291
8107,Unlimited mileage,1965
8108,Unlimited mileage,2103
8109,Prepaid refuel,4
8110,Post-trip cleaning,37
8111,Post-trip cleaning,1043
8112,Post-trip cleaning,1180
8113,Prepaid refuel,1295
8114,Post-trip cleaning,440
8115,Post-trip cleaning,531
8116,Inverter,632
8117,Post-trip cleaning,1733
8118,Portable speaker,1830
8119,Post-trip cleaning,1977
8120,Post-trip cleaning,2286
8121,Unlimited mileage,3
8139,Child safety seat,933
8140,Child safety seat,940
8141,Camping gear,942
8159,Post-trip cleaning,135
8160,Unlimited mileage,139
8161,Post-trip cleaning,1029
8179,Post-trip cleaning,1170
8180,Post-trip cleaning,213
8181,Pet fee,1174
8199,Unlimited mileage,1282
8200,Post-trip cleaning,1290
8201,Post-trip cleaning,318
8219,Portable GPS,1398
8220,Post-trip cleaning,422
8221,Unlimited mileage,1406
8239,Unlimited mileage,524
8240,Prepaid refuel,1510
8241,Post-trip cleaning,1494
8259,Post-trip cleaning,619
8260,Inverter,1603
8261,Child safety seat,1610
8279,Unlimited mileage,700
8280,Prepaid refuel,713
8281,Unlimited mileage,723
8299,Post-trip cleaning,277
8300,Prepaid refuel,259
8301,One-way trip,1831
8319,Prepaid refuel,1960
8320,Post-trip cleaning,2225
8321,Post-trip cleaning,2228
8339,Cooler,2096
8340,Post-trip cleaning,2102
8341,Post-trip cleaning,2111
8574,Portable GPS,782
8575,One-way trip,30
8576,Prepaid refuel,1037
8577,Prepaid refuel,1174
8578,One-way trip,1291
8579,Bike,432
8580,Child safety seat,528
8581,Post-trip cleaning,1611
8582,Roof rack,723
8583,Post-trip cleaning,1828
8584,Post-trip cleaning,1974
8585,Prepaid refuel,2106
8586,Post-trip cleaning,801
8587,Portable WiFi hotspot,49
8588,Portable GPS,1045
8589,Child safety seat,1182
8590,Prepaid refuel,1297
8591,Post-trip cleaning,1412
8592,Child safety seat,1500
8593,Prepaid refuel,1615
8594,Prepaid refuel,1737
8595,Post-trip cleaning,2170
8596,Child safety seat,1989
8597,Pet fee,2295
8599,Post-trip cleaning,784
8600,Unlimited mileage,12
8619,One-way trip,44
8620,Post-trip cleaning,49
8639,Child safety seat,1047
8640,Portable GPS,1057
8659,Prepaid refuel,218
8660,Child safety seat,224
8679,Prepaid refuel,344
8680,Prepaid refuel,345
8699,Child safety seat,1408
8700,Post-trip cleaning,1421
8719,Post-trip cleaning,1496
8720,Post-trip cleaning,543
8739,Unlimited mileage,638
8740,Unlimited mileage,635
8759,Unlimited mileage,1733
8760,Child safety seat,1723
8779,Prepaid refuel,2169
8780,Prepaid refuel,1836
8799,Cooler,1977
8800,Prepaid refuel,1986
8819,Phone mount,2115
8820,Prepaid refuel,2295
9063,Bike,807
9064,Post-trip cleaning,58
9065,Portable GPS,1080
9066,One-way trip,1187
9067,Prepaid refuel,1298
9068,Prepaid refuel,1416
9069,Unlimited mileage,548
9070,Post-trip cleaning,1635
9071,Phone mount,1740
9072,Pet fee,2176
9073,Portable GPS,1991
9074,Post-trip cleaning,2124
9079,Post-trip cleaning,810
9099,Unlimited mileage,949
9119,Post-trip cleaning,148
9139,Prepaid refuel,233
9159,Child safety seat,350
9179,Child safety seat,1427
9199,Post-trip cleaning,554
9219,Child safety seat,1638
9239,Child safety seat,1745
9259,Prepaid refuel,1846
9279,Post-trip cleaning,1997
9299,Portable GPS,2132
