features,car_id
"USB input",1877
"Long-term car",2187
"4G Hotspot",1881
Bluetooth,2188
"Pet friendly",1893
"All-wheel drive",1894
"Audi pre sense",1884
"Apple CarPlay",1891
"cruise control",1895
AWD,1888
"Toll pass",1899
"Audio input",2195
"Long-term car",2192
"Audio input",2193
"Audio input",1906
"All-wheel drive",1910
"Automatic transmission",1911
"USB input",1917
"Heated seats",1908
"Snow tires or chains",1919
"Automatic transmission",2199
"USB input",2200
"Audio input",2202
"Heated seats",1922
"USB input",1925
Sunroof,1926
"Glass Roof",1928
"Panoramic Sunroof",1929
"Touch screen",1934
"USB input",1941
"Automatic transmission",1943
"One-touch third-row split bench seat",1947
"Long-term car",2209
"USB input",1948
"Fog lights",2212
"Heated seats",2217
"Toyota Safety Sense P (TSS-P)",1951
GPS,2220
"Audio input",1953
"Long-term car",1956
Sunroof,1957
"Sport mode",1962
Bluetooth,2225
Sunroof,1965
"Automatic transmission",1968
"Toll pass",2233
"Paddle Shifters",1972
"Audio input",2230
"Heated seats",2230
Sunroof,1975
GPS,1978
"Chauffeur service available",1977
"USB input",1981
"Sirius Xm ",1983
"Long-term car",1985
Bluetooth,1986
"USB input",1992
Bluetooth,2237
"Automatic transmission",1998
"Long-term car",2001
"Reverse Camera",2001
"Audio input",2240
"Heated seats",2006
"USB input",2009
"Heated seats",2019
GPS,2021
"Long-term car",2024
Sunroof,2026
"Child seat",2030
"Automatic transmission",2029
Leather,2031
"Long-term car",2033
Bluetooth,2034
"Heated seats",2037
"Heated seats",2251
"Heated seats",2041
"Ventilated seats",2044
"Automatic transmission",2051
Sunroof,2048
"Long-term car",2052
"WiFi hotspot ",2052
Bluetooth,2258
"Audi smartphone interface",2053
"Leather seats",2053
"USB input",2263
"Bike rack",2265
GPS,2057
"Automatic transmission",2058
"Audio input",2061
"Child seat",2066
"Heated seats",2065
"Audio input",2071
"Automatic transmission",2267
"Long-term car",2271
"USB input",2077
"Long-term car",2087
"Automatic transmission",2080
Bluetooth,2081
"Auto engine start/stop",2081
"PANORAMIC SUNROOF",2086
"Heated seats",2273
GPS,2279
Bluetooth,2280
Bluetooth,2091
"Long-term car",2094
"Automatic transmission",2283
"Rearview Camera",2096
"USB input",2285
"Automatic transmission",2101
"Audio input",2103
"Long-term car",2109
"XM radio",2107
"USB input",2111
"Leather Interior ",2113
"Long-term car",2287
"Long-term car",2293
"Apple play",2294
"Long-term car",2120
"USB input",2121
Convertible,2119
Bluetooth,2123
"POWER TAILGATE",2125
"Automatic transmission",2131
"Audio input",2133
"Long-term car",2139
"Automatic transmission",2145
"USB input",2145
"Leather seats",2135
"USB input",2147
"Audio input",2154
V8,2150
"Automatic transmission",2156
"Snow tires or chains",2156
"Long-term car",2303
"USB input",2301
"USB input",2302
"Sirius XM radio",2161
"Long-term car",2345
"Automatic transmission",2310
"USB input",2311
"Audio input",2313
"Toll pass",2315
"USB input",2319
"USB input",2323
"Audio input",2353
GPS,2354
"Leather Seats",2326
"Long-term car",2330
"Toll pass",2355
"Audio input",2335
"Automatic transmission",2337
"Moon Roof",2356
"Long-term car",2357
"Automatic transmission",2359
Sunroof,2361
"Automatic transmission",2363
Bluetooth,2364
Sunroof,2366
"Automatic transmission",2368
GPS,2382
GPS,2386
"Automatic transmission",2369
"Audio input",2372
"White Seats",2391
"Automatic transmission",2374
"Long-term car",2393
"Free Car Wash",2395
"*Secret Compartment ",2398
"Automatic transmission",782
"Automatic transmission",793
"Toll pass",1
"Automatic transmission",785
"Audio input",11
"Automatic transmission",796
"Active Blind Spot Detection",11
"Must be 30+ to rent",798
Sunroof,798
Bluetooth,799
"Toll pass",7
"Long-term car",18
"Automatic transmission",16
"USB input",16
"Toll pass",817
"USB input",805
"Automatic transmission",807
Bluetooth,24
"Audio input",809
"Automatic transmission",810
"Heated rear seats",822
"Long-term car",811
"USB input",812
"Heated seats",830
GPS,832
"USB input",843
Bluetooth,850
"Automatic transmission",848
"Automatic transmission",852
"Long-term car",837
"Long-term car",857
"Heated seats",840
"Automatic transmission",842
Bluetooth,861
"Heated seats",862
GPS,879
"Child seat",879
"Heated seats",893
"Long-term car",880
"Snow tires or chains",880
"Automatic transmission",873
Sunroof,896
"Toll pass",866
Sunroof,874
"Heated seats",883
Sunroof,884
"USB input",900
GPS,901
"Toll pass",886
"Automatic transmission",902
"Automatic transmission",909
"Heated seats",909
"Audio input",928
"USB input",924
"Sound system",912
"Automatic transmission",931
"All-wheel drive",932
"Spare Tire & Jack",926
"Automatic transmission",935
"Power Door Locks",932
Bluetooth,936
"Lane Assist",918
"Break Assist",932
"Audio input",26
"USB input",26
"All-wheel drive",933
"Long-term car",921
"Large HD Navigation Screen",933
"Keyless entry",933
"USB input",33
Sunroof,35
"Automatic transmission",43
"USB input",37
"All-wheel drive",38
"Must be 30+ to rent",47
"Long-term car",944
GPS,945
"Long-term car",948
Bluetooth,49
"Leather seats",65
Bluetooth,950
Bluetooth,50
"Child seat",51
"USB input",953
"Automatic transmission",54
Convertible,966
Bluetooth,966
Bluetooth,956
Convertible,967
"Automatic transmission",964
"All-wheel drive",965
"Audio input",979
"USB input",975
GPS,71
"Audio input",977
"Heated seats",83
Bluetooth,983
"Audio input",985
"Automatic transmission",986
"USB input",91
"Racing Tires ",86
Sunroof,92
Bluetooth,88
"Child seat",94
"Audio input",97
"Heated seats",97
"USB input",1000
"Audio input",991
"Audio input",992
Bluetooth,999
"Toll pass",1005
"Heated seats",99
"USB input",1008
"Audio input",101
"USB input",1009
"Automatic transmission",104
"Long-term car",1011
"Google auto",1011
"Long-term car",1014
"Must be 25+ to rent",115
"Long-term car",1015
"Heated seats",1015
"Long-term car",1016
"USB input",124
Sunroof,1017
Convertible,126
"Long-term car",134
Convertible,135
"Heated seats",129
Convertible,137
"Automatic transmission",132
"Adaptive Cruise Control",139
"Toll pass",140
"Audio input",1028
"Massage seats",1028
"Apple CarPlay/Android Auto",1026
"Pet friendly",143
Bluetooth,144
Bluetooth,1031
"Long-term car",1048
"Audio input",1041
"Long-term car",1033
Convertible,1055
"USB input",1034
"Heated seats",1056
"USB input",1044
"EV / Hybrid",1059
"USB input",1046
"Automatic transmission",1062
"Audio input",1067
"Cruise Control",1068
"Child seat",147
"Automatic transmission",149
"Automatic transmission",1076
"Toll pass",150
"Automatic transmission",1081
Sunroof,157
Sunroof,152
"All-wheel drive",1084
"Toll pass",1084
"Toll pass",167
"USB input",1086
Bluetooth,163
"Automatic transmission",170
"Audio input",1097
"Long-term car",1090
"Cruise control",1091
"Snow tires or chains",1092
"USB input",1093
Convertible,173
"Must be 25+ to rent",1104
"USB input",1104
"Automatic transmission",1106
"Automatic transmission",179
GPS,1108
"Long-term car",1119
GPS,181
"Automatic transmission",1121
"Falcon Wing Doors!",181
Sunroof,1115
"Long-term car",1126
Sunroof,1116
"Spare tire and required tools",1116
"USB input",183
"Luggage rack",1116
"4 wheel drive",1116
"Leather Seats",186
"Child seat",196
"Audio input",1141
"Toll pass",1141
"USB input",198
"Advanced Real-Time Traffic Information",191
"Toll pass",1145
"Heated Steering",192
"Automatic transmission",194
"USB input",194
"Snow tires or chains",1147
Bluetooth,1148
"Long-term car",1150
Bluetooth,1163
"Automatic transmission",210
"USB input",1152
"Toll pass",1154
"Long-term car",1155
"USB input",1174
"Automatic transmission",1157
"Automatic transmission",1177
GPS,1159
"Automatic transmission",217
"Automatic transmission",1180
Convertible,1181
Sunroof,222
"Audio input",225
"Audio input",1184
Sunroof,1189
GPS,1190
"Automatic transmission",1191
"USB input",1191
"Long-term car",233
"Audio input",1198
"All-wheel drive",234
"Premium upgrades package",1193
"Toll pass",1194
"Heated seats",1195
"Audio input",1202
"Heated seats",249
"Toll pass",237
"USB input",251
"Audio input",253
"Long-term car",1208
"Automatic transmission",1209
"Automatic transmission",1214
"Audio input",245
"Long-term car",1215
"Long-term car",246
GPS,247
"Child seat",1218
"Apple CarPlay, Android Auto",247
"Audio input",1233
Bluetooth,1234
"Audio input",1236
GPS,1237
"USB input",256
"All-wheel drive",1239
"Audio input",1240
Bluetooth,268
"Long-term car",1225
"Child seat",260
Bluetooth,1242
"Audio input",1243
"IPhone and Android Charging cables ",1226
"All-wheel drive",1245
Convertible,1246
"Audio input",292
Sunroof,275
"Automatic transmission",287
"Manual transmission",294
HUD,287
"All-wheel drive",295
"Heated seats",295
"Heated seats",280
AWD,288
"All-wheel drive",289
"Audio input",290
"Power rear window",1258
GPS,1259
"Snow tires or chains",302
"Child seat",305
"Long-term car",309
"Long-term car",311
"FasTrak toll transponder",311
"All-wheel drive",1266
"Rearview Camera ",1266
"Automatic transmission",318
Sunroof,1268
"EV / Hybrid",1269
"Tow Hitch",1269
"USB input",1283
"USB input",1277
"Long-term car",1278
"Heated seats",1285
Bluetooth,322
"Must be 25+ to rent",1289
"Child seat",1280
Sunroof,1291
"HID HEADLIGHTS",328
Bluetooth,329
"Long-term car",334
"Audio input",335
"Automatic transmission",1298
"Toll pass",344
"Automatic transmission",1302
"USB input",1302
"Automatic transmission",347
"Automatic transmission",342
"Heated seats",342
"USB input",343
"Toll pass",350
"Automatic transmission",1309
"Long-term car",352
"Audio input",353
"Long-term car",1328
"USB input",1320
GPS,1330
"USB input",1313
"Long-term car",1325
"Toll pass",1314
"USB input",1326
"USB input",358
"USB input",1345
Bluetooth,1355
"Apple CarPlay",1355
"Sirius XM radio",1349
"EV / Hybrid",1340
"Automatic transmission",365
Sunroof,1357
"Toll pass",366
"Performance data recorder",1350
"Enhanced Autopilot",366
"Automatic transmission",1361
"Audio input",1352
"Audio input",369
"Cooled seats",1353
"Driver and Passenger Front Airbags",371
"Tinted Windows",371
"Audio input",1365
Bluetooth,376
"Automatic transmission",1366
"USB input",1366
"Automatic transmission",389
"Manual transmission",380
"Long-term car",391
"Pet friendly",1367
"USB input",393
"Automatic transmission",402
"Audio input",1370
"USB input",385
"EV / Hybrid",1373
"Long-term car",1375
"Automatic transmission",1393
Bluetooth,1377
"USB input",1386
"USB input",1378
Bluetooth,1399
"All-wheel drive",1381
"Automatic transmission",1382
"EV / Hybrid",1403
Sunroof,1404
"Long-term car",410
"Toll pass",418
"USB input",426
"Audio input",421
"PDK transmission",445
Bluetooth,446
"Keyless ignition/entry",446
"Automatic transmission",431
"Automatic transmission",450
"Child seat",432
"Audio input",452
"Audio input",460
"Audio input",1436
"Audio input",455
GPS,456
"USB input",1437
Bluetooth,470
"Heated seats",1438
GPS,1439
"Heated seats",471
"Toll pass",472
"Heated seats",473
"EV / Hybrid",475
Sunroof,476
"Toll pass",479
Bluetooth,1444
"Pet friendly",483
"Long-term car",1447
"Long-term car",485
"Audio input",492
"Audio input",486
"Audio input",1454
"USB input",495
Bluetooth,496
"Leather Seats",496
"Must be 25+ to rent",1472
"Automatic transmission",1462
Sunroof,1458
"Automatic transmission",1465
"EV / Hybrid",1467
Sunroof,1467
"Long-term car",1468
Sunroof,1482
"Pet friendly",1470
"Automatic transmission",503
"Audio input",504
"Automatic transmission",1488
"Child seat",505
"Automatic transmission",505
"Long-term car",516
"USB input",507
"Rear Camera ",516
"USB input",1491
"Large Frunk",508
"Audio input",520
"USB input",521
Bluetooth,1492
GPS,1507
"Automatic transmission",525
Sunroof,1508
"Audio input",526
"USB input",526
"Audio input",528
"Toll pass",529
"Long-term car",531
"Toll pass",545
"Audio input",538
"Sensors parking assist",546
"USB input",547
"Audio input",549
"Sirius XM Radio",540
"Long-term car",552
"Automatic transmission",554
"Toll pass",543
"Audio input",556
Z06,1512
Bluetooth,1514
"Automatic transmission",1521
"USB input",1516
"USB input",1517
"Long-term car",1531
GPS,1519
"Child seat",1534
"Audio input",1538
"Audio input",1542
GPS,1544
"Long-term car",1545
"Bike rack",1552
"Audio input",1548
"Long-term car",1553
"Automatic transmission",1556
"Child seat",569
"Audio input",564
"Long-term car",571
"Automatic transmission",566
"Audio input",580
"Fog lamps",566
Bluetooth,577
"Long-term car",1560
"Audio input",1563
Bluetooth,1577
GPS,1572
"Heated seats",1572
"Long-term car",1573
"Audio input",1574
"Child seat",595
"Heated seats",596
"Automatic transmission",611
"All-wheel drive",612
"Automatic transmission",599
"Audio input",590
"Automatic transmission",602
"Toll pass",602
"USB input",603
"Heated seats",592
"Cell phone holder",616
"Camping chairs (2) available on request",616
"Toll pass",606
GPS,1588
Bluetooth,608
"Audio input",1591
"Automatic transmission",621
"USB input",1593
"Long-term car",1594
"Automatic transmission",1608
"Child seat",1608
"Automatic transmission",1609
"Long-term car",1610
Bluetooth,632
"Automatic transmission",1611
Sunroof,1611
"Sirius XM Radio",634
"All-wheel drive",1602
"USB input",1603
"EV / Hybrid",636
"Toll pass",636
"Automatic transmission",1616
"Manual transmission",1617
"USB input",1643
"Audio input",1619
"Backup camera, leather seats",640
Bluetooth,1646
GPS,1647
"Heated seats",1638
"USB input",1648
"Toll pass",1639
GPS,1640
"Heated seats",1640
"Automatic transmission",1642
Bluetooth,647
"USB input",658
Bluetooth,659
"Heated seats",659
"Bose Stereo",659
"Automatic transmission",654
"Audio input",655
"USB input",1659
"USB input",661
Sunroof,1660
Bluetooth,663
"Toll pass",1670
"USB input",1671
GPS,1679
"Toll pass",1679
Bluetooth,1666
Bluetooth,1677
GPS,1668
Bluetooth,674
"Audio input",685
"Toll pass",686
"Automatic transmission",1689
"Audio input",680
Sunroof,680
"Audio input",1692
"Automatic transmission",1693
"Long-term car",1699
"Long-term car",1701
GPS,1708
"Child seat",698
"Long-term car",699
"All-wheel drive",693
"Toll pass",1704
Sunroof,695
"Heated seats",1705
"Automatic transmission",1706
"USB input",1706
"Bike rack",706
GPS,714
"Audio input",1711
"Long-term car",1713
"Long-term car",720
"Automatic transmission",1721
"Audio input",1722
"leather seats",1722
Convertible,1723
"Heated seats",1734
"Pet friendly",1724
"USB input",1737
"Audio input",1738
"All-wheel drive",1729
"Toll pass",1739
Bluetooth,1750
Bluetooth,1751
"Audio input",1762
"Heated seats",1762
"Manual transmission",1764
"Child seat",1755
"All-wheel drive",1765
"Automatic transmission",1757
"LED fog lamps",1742
"Audio input",1767
Bluetooth,1743
"Must be 25+ to rent",724
Bluetooth,724
"Convertible ",1777
"Heated seats",1778
"Automatic transmission",729
"Child seat",731
Bluetooth,434
"Automatic transmission",1433
"All-wheel drive",1434
Sunroof,435
Bluetooth,1420
"All-wheel drive",440
"Audio input",441
"Bluetooth phone and audio streaming",1421
Bluetooth,444
"Automatic transmission",1782
"Audio input",1422
"Automatic transmission",747
Convertible,768
"Automatic transmission",749
"Child seat",740
"Ski rack",1417
"Audio input",742
"Heated seats",1425
"Snow tires or chains",772
Sunroof,754
"Toll pass",1427
"Automatic transmission",745
"USB input",1428
"Heated seats",774
"Sirius XM radio",774
"Automatic transmission",761
"Automatic transmission",776
Bluetooth,762
"Must be 25+ to rent",781
"USB input",1794
"Audio input",1795
"Automatic transmission",1817
"Sirius XM Radio",764
"Heated seats",1798
"USB input",1812
"Delivery to Business Locations",1801
"Long-term car",1819
"Long-term car",1803
"Audio input",1821
"Automatic transmission",1822
"Automatic transmission",1825
"USB input",2163
"Audio input",1832
"Automatic transmission",2165
"Toyota Safety Sense P (TSS-P)",2165
Sunroof,2166
Convertible,1834
"Parking Assist",1834
Bluetooth,2169
"USB input",1837
"Automatic transmission",1846
"Child seat",1846
Sunroof,1840
"EV / Hybrid",1847
"Must be 25+ to rent",1854
"Leather seats ",1850
Bluetooth,1851
"Back up camera",1858
GPS,1862
Bluetooth,1860
"Long-term car",1864
"Audio input",2181
"Long-term car",1866
Sunroof,1876
"Heated seats",1872
"Automatic transmission",2185
"Long-term car",2186
"USB input",1880
"USB input",1878
Sunroof,1879
"Pet friendly",2188
"Audio input",1889
Sunroof,1884
Bluetooth,1890
"Heated seats",1895
"Audio input",1888
"Automatic transmission",1898
Bluetooth,2190
"USB input",2191
"Automatic transmission",1901
"Heated seats",2197
"Automatic transmission",1909
GPS,1915
"USB input",1907
"Traction control",1912
Bluetooth,1913
Bluetooth,1914
"Leather seats",1920
"Long-term car",1921
"Automatic transmission",2204
"Must be 25+ to rent",1923
"USB input",1924
"Convertible ",2207
GPS,1932
"All-wheel drive",1933
"Heated seats",1937
"USB input",1939
"USB input",1940
"EV / Hybrid",2208
Bluetooth,2209
Sunroof,2211
"Heated seats",1949
"USB input",1951
"USB input",2214
